cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2014,193413306,Transit,197097049.9,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2015,201352366,Transit,207035490.2,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2016,246102843,Transit,253176597.1,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2017,232946756,Transit,232946756,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2018,830344640,Transit,794458930.1,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2019,841757670,Transit,792637899.4,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2020,776646551,Transit,728015139.7,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2021,1031691880,Transit,889443225,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2022,1054852524,Transit,827750811.4,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2015,0,Transit,0,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2016,0,Transit,0,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2017,0,Transit,0,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2018,68413634,Transit,65456943.85,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2019,27304604,Transit,25711276.21,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2020,102900379,Transit,96457048.18,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2021,47520186,Transit,40968149.8,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2022,43246524,Transit,33935876.83,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2015,147998791,Transit,152176022.8,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2016,862306355,Transit,887091697,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2017,1661317988,Transit,1661317988,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2018,0,Transit,0,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2019,0,Transit,0,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2020,0,Transit,0,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2021,0,Transit,0,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other agency revenue,2022,0,Transit,0,Actual,129.519
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2015,8578302691,Transit,8820423311,Actual,97.288
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2016,8956251916,Transit,9213682197,Actual,97.085
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2017,9462470659,Transit,9462470659,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2018,10824721975,Transit,10356900767,Actual,104.756
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2019,12439003654,Transit,11713140347,Actual,106.402
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2020,11616107315,Transit,10888739515,Actual,106.875
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2021,11813658907,Transit,10184803313,Actual,117.108
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Local general funds,2022,14282046124,Transit,11207230393,Actual,129.519
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2010,6909352877,Transit,7917123531,Actual,86.838
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2011,5306793209,Transit,5818916007,Actual,91.006
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2012,5284774834,Transit,5582017253,Actual,94.939
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2013,7975885685,Transit,8234022284,Actual,97.257
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2014,7547689679,Transit,7691442744,Actual,98.431
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2015,2029854534,Transit,2087146711,Actual,97.288
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2016,2109214072,Transit,2169839384,Actual,97.085
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2017,2551340245,Transit,2551340245,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2018,10451196106,Transit,9999517883,Actual,104.756
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2019,11707213076,Transit,11024052540,Actual,106.402
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2020,11342503532,Transit,10632268028,Actual,106.875
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2021,12324154087,Transit,10624911923,Actual,117.108
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,State transportation funds,2022,12733243030,Transit,9991872807,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2010,557306025,Transit,638592459.1,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2011,479321614,Transit,525577708.1,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2012,487083431,Transit,514479462.4,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2013,642722312,Transit,663523782.6,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2014,567624020,Transit,578434969.6,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2015,592628276,Transit,609355072.7,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2016,630269313,Transit,648385195.4,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2017,623871344,Transit,623871344,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2018,214202654,Transit,204945275.9,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2019,247524272,Transit,233080286.6,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2020,147024126,Transit,137817890.9,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2021,103181789,Transit,88955186.09,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency income tax revenues,2022,157244728,Transit,123391135.9,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2010,10215395058,Transit,11705371839,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2011,11619584936,Transit,12740912659,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2012,12267114500,Transit,12957078954,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2013,13120081059,Transit,13544707644,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2014,13748963658,Transit,14010825996,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2015,14868318408,Transit,15287973274,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2016,15910248836,Transit,16367558418,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2017,16503119240,Transit,16503119240,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2018,13171458309,Transit,12602216203,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2019,13899131404,Transit,13088064073,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2020,13266952187,Transit,12436213149,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2021,13493253661,Transit,11632817205,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency sales tax revenues,2022,16105433088,Transit,12638056034,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2010,805064321,Transit,922487792.1,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2011,818058371,Transit,897003663.4,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2012,1004828884,Transit,1061345534,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2013,1030323037,Transit,1063669062,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2014,874885641,Transit,891548685.9,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2015,1038311257,Transit,1067617353,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2016,1045663735,Transit,1075719333,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2017,1222669586,Transit,1222669586,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2018,2061030588,Transit,1971957278,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2019,2040252344,Transit,1921195838,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2020,1802704568,Transit,1689824304,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2021,2040530120,Transit,1759183847,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency property tax revenues,2022,2142171807,Transit,1680978536,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2010,770406631,Transit,882775069.6,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2011,1255802593,Transit,1376991626,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2012,1100766979,Transit,1162679672,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2013,1228028203,Transit,1267772883,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2014,1246643160,Transit,1270386687,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2015,1368172264,Transit,1406788611,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2016,1346415681,Transit,1385115817,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2017,1314533079,Transit,1314533079,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2018,218088584,Transit,208663264.3,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2019,233591184,Transit,219960247.5,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2020,198130350,Transit,185723987.6,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2021,189201809,Transit,163114850.9,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency fuel tax revenues,2022,165136937,Transit,129584212.5,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2010,297619296,Transit,341028859.5,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2011,314389499,Transit,344729107.8,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2012,342264286,Transit,361514957.5,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2013,364996187,Transit,376809154,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2014,391475737,Transit,398931771.8,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2015,2988131202,Transit,3072470518,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2016,4161616177,Transit,4281233851,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2017,4173892709,Transit,4173892709,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2018,955994778,Transit,914678739.3,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2019,1131809575,Transit,1065764169,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2020,1359521672,Transit,1274392268,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2021,1097827751,Transit,946460347.6,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency other tax revenues,2022,1251175195,Transit,981806706.9,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2010,579376294,Transit,663881809.5,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2011,1069092494,Transit,1172263395,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2012,895617842,Transit,945991911.3,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2013,925382593,Transit,955332259.3,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2014,949812077,Transit,967902168.5,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2015,743665791,Transit,764655586.9,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2016,806669807,Transit,829855983.2,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2017,1435736830,Transit,1435736830,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2018,696482456,Transit,666381981.9,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2019,680709065,Transit,640987094.7,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2020,271952129,Transit,254923255.5,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2021,468174744,Transit,403623273.8,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2022,522322006,Transit,409870057.1,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2010,3064985,Transit,3512031.488,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2011,7693374,Transit,8435809.603,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2012,8599067,Transit,9082721.943,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2013,24838487,Transit,25642375.47,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2014,52194383,Transit,53188475.61,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2015,67431920,Transit,69335170.43,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2016,82354393,Transit,84721512.05,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2017,80232620,Transit,80232620,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2018,79265799,Transit,75840101.61,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2019,76851278,Transit,72366712.81,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2020,78968222,Transit,74023455.19,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2021,57140914,Transit,49262381.35,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Agency tolls,2022,91089500,Transit,71478624.56,Actual,129.519
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2010,552319887,Transit,632879062.9,Actual,86.838
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2011,741657723,Transit,813230104.5,Actual,91.006
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2012,466150321,Transit,492368968.6,Actual,94.939
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2013,412791867,Transit,426151723.5,Actual,97.257
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2014,440559077,Transit,448949951.6,Actual,98.431
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2015,1183247027,Transit,1216643902,Actual,97.288
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2016,171078135,Transit,175995447.8,Actual,97.085
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2017,316630536,Transit,316630536,Actual,100
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2018,100965453,Transit,96601943.22,Actual,104.756
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2019,161452100,Transit,152030754.2,Actual,106.402
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2020,86744301,Transit,81312618.11,Actual,106.875
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2021,53371054,Transit,46012305.92,Actual,117.108
Revenue,Own,Other,Non-Trust Fund,-,State and local,Other dedicated funds to agency (earned only),2022,39681885,Transit,31138677.45,Actual,129.519
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2010,4061344364,Transit,4653715855,Actual,86.838
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2011,4233204276,Transit,4641722251,Actual,91.006
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2012,4904894710,Transit,5180770753,Actual,94.939
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2013,5210930558,Transit,5379580404,Actual,97.257
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2014,6622578271,Transit,6748711693,Actual,98.431
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2015,0,Transit,0,Actual,97.288
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2016,0,Transit,0,Actual,97.085
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2017,0,Transit,0,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2018,1389559988,Transit,1329506193,Actual,104.756
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2019,1132114919,Transit,1066051695,Actual,106.402
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2020,1065581050,Transit,998857377.2,Actual,106.875
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2021,825623623,Transit,711787455.3,Actual,117.108
Revenue,Supporting,Other,Non-Trust Fund,-,State and local,Other Local funds,2022,811605100,Transit,636872704.7,Actual,129.519
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2010,148000000,Transit,169586689.7,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2011,149000000,Transit,163378984.4,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2012,171000000,Transit,180617903.4,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2013,149000000,Transit,153822330,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2014,143000000,Transit,145723573.6,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2015,125000000,Transit,128528096.2,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2016,150000000,Transit,154311462.3,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2017,138000000,Transit,138000000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2018,174000000,Transit,166480094.1,Actual,102.965
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2019,262000000,Transit,246711300.7,Actual,104.87
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2020,155000000,Transit,145294338.2,Actual,105.425
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2021,151000000,Transit,130180269.5,Actual,108.67
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,FTA direct expenditures,2022,45000000,Transit,35311842.81,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2010,16564299059,Transit,18980301657,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2011,15716345559,Transit,17233024001,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2012,16918812957,Transit,17870412418,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2013,17254189819,Transit,17812615309,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2014,17507307138,Transit,17840750770,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2015,19529846613,Transit,20081072041,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2016,19713315173,Transit,20279936602,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2017,19936823922,Transit,19936823922,Actual,100
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2018,21545972679,Transit,20614802070,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2019,24411905322,Transit,22987377536,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2020,23527873466,Transit,22054624546,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2021,24154901259,Transit,20824447388,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Capital,State and local,Agency capital expenditures,2022,26785679812,Transit,21018927000,Actual,129.519
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2010,37730149794,Transit,43233318965,Actual,86.838
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2011,38603509268,Transit,42328873417,Actual,91.006
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2012,40261956384,Transit,42526492088,Actual,94.939
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2013,42762607571,Transit,44146603594,Actual,97.257
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2014,42054002435,Transit,42854961669,Actual,98.431
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2015,44398117126,Transit,45651243767,Actual,97.288
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2016,46428071933,Transit,47762557798,Actual,97.085
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2017,46529260787,Transit,46529260787,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2018,48431217690,Transit,46338124602,Actual,104.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2019,50733977187,Transit,47773456112,Actual,106.402
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2020,49660152320,Transit,46550573978,Actual,106.875
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2021,49706061866,Transit,42852639268,Actual,117.108
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and local,Agency O&M expenditures,2022,53695468900,Transit,42135243495,Actual,129.519
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2010,5576025470,Transit,6389322307,Actual,89.756
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2011,4575787467,Transit,5017365834,Actual,92.191
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2012,3888018915,Transit,4106700729,Actual,92.944
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2013,3407816829,Transit,3518109564,Actual,94.354
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2014,2998720534,Transit,3055834073,Actual,96.197
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2015,2916014552,Transit,2998318392,Actual,97.039
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2016,2798824164,Transit,2879270995,Actual,97.996
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2017,2681640782,Transit,2681640782,Actual,100
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2018,2501307738,Transit,2393206596,Actual,102.965
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2019,2593735505,Transit,2442381145,Actual,104.87
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2020,15286166750,Transit,14328990205,Actual,105.425
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2021,16258644412,Transit,14016918617,Actual,108.67
Transfer,-,-,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2022,26825512438,Transit,21050183966,Actual,114.265
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2010,7362974530,Transit,8436908629,Actual,89.756
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2011,7207212533,Transit,7902731974,Actual,92.191
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2012,8209981085,Transit,8671751872,Actual,92.944
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2013,8098183171,Transit,8360277883,Actual,94.354
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2014,9136279466,Transit,9310288763,Actual,96.197
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2015,8867985448,Transit,9118282297,Actual,97.039
Transfer,-,-,Trust Fund,-,Federal,HTF MTA transfers to S&L,2016,9472175836,Transit,9744435360,Actual,97.996
